Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
156138,1,DarkGreen,LightYellow,1,0,3,0,1736.61
156138,2,DarkRed,DarkYellow,1,1,7,0,1469.19
156138,3,LightGreen,DarkGreen,0,1,1.5,1,5467.19
156138,4,DarkBlue,DarkYellow,1,1,3,0,2864.96
156138,5,LightRed,DarkMagenta,0,1,1.5,1,2667.89
156138,6,DarkCyan,LightMagenta,1,0,3,1,767.67
156138,7,DarkYellow,LightRed,1,0,7,1,900.30
156138,8,DarkCyan,LightBlue,1,0,1.5,1,1504.92
156138,9,DarkGreen,DarkCyan,1,1,3,0,7404.63
156138,10,DarkMagenta,DarkBlue,1,1,7,0,1393.31
156138,11,DarkRed,LightMagenta,1,0,3,1,5003.56
156138,12,LightCyan,LightRed,0,0,1.5,1,800.41
156138,13,LightBlue,DarkCyan,0,1,3,0,4301.73
156138,14,DarkBlue,DarkMagenta,1,1,1.5,1,2538.30
156138,15,LightMagenta,DarkCyan,0,1,7,0,2402.27
156138,16,DarkBlue,LightGreen,1,0,3,0,1035.99
156138,17,DarkMagenta,LightYellow,1,0,3,1,4002.60
156138,18,LightCyan,LightMagenta,0,0,7,1,1199.98
156138,19,DarkGreen,LightCyan,1,0,7,0,4334.71
156138,20,LightCyan,DarkBlue,0,1,1.5,1,2869.10
156138,21,DarkMagenta,LightRed,1,0,3,1,1030.46
156138,22,DarkYellow,LightYellow,1,0,3,0,4600.12
156138,23,DarkBlue,DarkRed,1,1,7,1,2797.35
156138,24,DarkMagenta,LightBlue,1,0,1.5,0,3070.77
156138,25,LightYellow,LightCyan,0,0,1.5,1,3599.36
156138,26,LightMagenta,LightBlue,0,0,3,1,1295.60
156138,27,LightGreen,LightRed,0,0,1.5,1,1538.07
156138,28,DarkYellow,DarkGreen,1,1,3,1,1298.42
156138,29,LightBlue,LightRed,0,0,3,0,9002.96
156138,30,DarkBlue,LightYellow,1,0,7,1,2930.65
156138,31,DarkBlue,LightBlue,1,0,7,1,1142.78
156138,32,DarkGreen,DarkCyan,1,1,1.5,1,1567.45
156138,33,DarkGreen,LightYellow,1,0,7,1,1526.44
156138,34,LightCyan,DarkMagenta,0,1,3,1,1029.49
156138,35,DarkMagenta,LightMagenta,1,0,3,0,10328.63
156138,36,DarkRed,DarkYellow,1,1,1.5,0,1234.16
156138,37,DarkYellow,LightGreen,1,0,1.5,0,1361.36
156138,38,DarkRed,LightMagenta,1,0,7,1,6636.86
156138,39,LightYellow,DarkBlue,0,1,3,0,2701.53
156138,40,DarkYellow,LightRed,1,0,1.5,1,2970.17
156138,41,LightBlue,LightGreen,0,0,1.5,0,3369.36
156138,42,LightBlue,LightCyan,0,0,1.5,0,1300.05
156138,43,LightBlue,DarkCyan,0,1,7,1,5298.83
156138,44,LightMagenta,DarkBlue,0,1,7,1,1029.01
156138,45,DarkMagenta,DarkYellow,1,1,7,1,1469.51
156138,46,DarkGreen,LightCyan,1,0,3,1,1504.62
156138,47,DarkCyan,DarkBlue,1,1,7,1,1467.96
156138,48,DarkYellow,LightMagenta,1,0,7,1,1274.72
156138,49,LightCyan,DarkRed,0,1,7,0,12368.43
156138,50,LightBlue,DarkMagenta,0,1,7,0,900.33
