Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
835312,1,LightCyan,DarkGreen,0,1,3,0,6204.14
835312,2,LightBlue,LightCyan,0,0,7,1,8228.97
835312,3,DarkYellow,LightMagenta,1,0,1.5,1,2568.20
835312,4,LightCyan,DarkBlue,0,1,7,0,5967.61
835312,5,DarkRed,LightGreen,1,0,1.5,0,2431.23
835312,6,LightMagenta,LightGreen,0,0,7,1,6824.10
835312,7,LightYellow,DarkBlue,0,1,3,1,3433.70
835312,8,LightGreen,DarkRed,0,1,3,0,7701.47
835312,9,DarkGreen,DarkCyan,1,1,1.5,0,1074.28
835312,10,DarkYellow,DarkCyan,1,1,3,1,4228.76
835312,11,LightRed,LightYellow,0,0,7,0,4895.87
835312,12,LightBlue,LightMagenta,0,0,1.5,0,1198.42
835312,13,LightYellow,DarkBlue,0,1,1.5,0,2265.50
835312,14,LightMagenta,DarkGreen,0,1,3,0,5270.85
835312,15,DarkYellow,LightBlue,1,0,3,1,14758.44
835312,16,LightBlue,DarkBlue,0,1,7,0,2796.61
835312,17,DarkCyan,DarkMagenta,1,1,7,0,1060.13
835312,18,LightRed,DarkMagenta,0,1,7,0,2466.39
835312,19,LightCyan,DarkRed,0,1,1.5,0,4763.63
835312,20,DarkGreen,LightYellow,1,0,3,0,1223.68
835312,21,DarkMagenta,LightCyan,1,0,1.5,1,15828.48
835312,22,LightRed,DarkGreen,0,1,3,1,2410.36
835312,23,LightBlue,DarkGreen,0,1,3,1,1871.11
835312,24,LightYellow,LightBlue,0,0,7,0,9071.59
835312,25,DarkCyan,LightCyan,1,0,3,1,2473.82
835312,26,LightBlue,DarkYellow,0,1,1.5,0,3137.71
835312,27,DarkCyan,LightMagenta,1,0,7,1,2895.35
835312,28,DarkRed,DarkYellow,1,1,7,1,632.84
835312,29,DarkGreen,LightCyan,1,0,1.5,1,2467.13
835312,30,DarkBlue,LightBlue,1,0,1.5,1,1270.49
835312,31,DarkBlue,LightMagenta,1,0,3,1,1398.70
835312,32,DarkCyan,LightCyan,1,0,1.5,1,3228.39
835312,33,LightCyan,DarkMagenta,0,1,7,0,13998.19
835312,34,DarkCyan,LightCyan,1,0,7,1,2472.21
835312,35,DarkYellow,DarkBlue,1,1,7,0,2937.76
835312,36,DarkBlue,LightGreen,1,0,1.5,1,3695.99
835312,37,LightRed,DarkBlue,0,1,7,0,3571.84
835312,38,LightRed,DarkRed,0,1,1.5,0,6071.23
835312,39,DarkMagenta,DarkYellow,1,1,7,0,2122.07
835312,40,LightRed,LightGreen,0,0,3,0,1571.03
835312,41,LightYellow,DarkRed,0,1,1.5,1,16070.00
835312,42,LightMagenta,LightGreen,0,0,1.5,0,5139.12
835312,43,LightBlue,LightRed,0,0,1.5,1,4470.10
835312,44,DarkYellow,LightYellow,1,0,7,0,3971.11
835312,45,LightGreen,DarkCyan,0,1,7,0,1000.44
835312,46,DarkGreen,DarkRed,1,1,1.5,1,5201.92
835312,47,LightRed,DarkRed,0,1,3,0,3666.30
835312,48,LightBlue,LightCyan,0,0,1.5,1,5704.74
835312,49,LightYellow,DarkMagenta,0,1,3,0,5760.44
835312,50,DarkCyan,LightRed,1,0,1.5,0,708.90
835312,51,LightCyan,DarkYellow,0,1,3,0,731.94
835312,52,DarkCyan,LightBlue,1,0,3,0,1092.70
835312,53,DarkRed,DarkCyan,1,1,1.5,0,1865.18
835312,54,LightYellow,LightMagenta,0,0,3,0,825.69
835312,55,DarkRed,LightMagenta,1,0,3,1,12500.64
835312,56,LightCyan,DarkRed,0,1,7,0,4200.40
835312,57,LightMagenta,LightBlue,0,0,3,1,2370.81
835312,58,DarkCyan,LightMagenta,1,0,1.5,1,1265.54
835312,59,LightCyan,LightYellow,0,0,7,0,4397.28
835312,60,DarkYellow,LightBlue,1,0,7,0,759.17
835312,61,LightCyan,DarkRed,0,1,3,1,4866.96
835312,62,LightGreen,DarkMagenta,0,1,3,0,3200.51
835312,63,DarkRed,DarkMagenta,1,1,7,0,3366.49
835312,64,LightGreen,DarkMagenta,0,1,1.5,0,1603.42
835312,65,LightRed,LightGreen,0,0,7,0,833.76
835312,66,LightYellow,LightBlue,0,0,1.5,1,13131.76
835312,67,LightGreen,DarkCyan,0,1,1.5,0,6475.30
835312,68,DarkRed,LightRed,1,0,7,0,969.31
835312,69,LightRed,DarkMagenta,0,1,3,1,4893.34
835312,70,LightRed,DarkCyan,0,1,7,1,2798.58
835312,71,DarkGreen,DarkBlue,1,1,1.5,0,7424.30
835312,72,LightRed,LightBlue,0,0,3,0,1034.30
835312,73,DarkRed,LightBlue,1,0,3,0,800.47
835312,74,DarkBlue,LightMagenta,1,0,7,0,1094.50
835312,75,DarkBlue,DarkCyan,1,1,7,0,651.01
835312,76,LightMagenta,LightGreen,0,0,3,1,9530.49
835312,77,DarkBlue,DarkGreen,1,1,7,0,2601.74
835312,78,DarkCyan,DarkYellow,1,1,1.5,1,2367.37
835312,79,LightGreen,LightBlue,0,0,3,0,3065.61
835312,80,LightMagenta,DarkMagenta,0,1,7,0,775.20
835312,81,DarkMagenta,DarkYellow,1,1,3,0,939.54
835312,82,DarkMagenta,DarkBlue,1,1,1.5,1,5904.98
835312,83,LightCyan,LightMagenta,0,0,3,0,2367.54
835312,84,DarkBlue,DarkGreen,1,1,3,0,2043.91
835312,85,DarkMagenta,DarkCyan,1,1,3,0,849.72
835312,86,DarkCyan,DarkRed,1,1,3,1,6338.27
835312,87,LightRed,DarkYellow,0,1,7,0,2653.67
835312,88,LightMagenta,DarkGreen,0,1,1.5,0,1801.35
835312,89,DarkGreen,LightRed,1,0,7,0,684.85
835312,90,DarkRed,DarkMagenta,1,1,1.5,1,5952.33
835312,91,DarkMagenta,LightYellow,1,0,7,0,2338.81
