Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
673862,1,LightYellow,DarkBlue,0,1,3,0,1822.65
673862,2,LightYellow,LightMagenta,0,0,1.5,0,1436.51
673862,3,LightYellow,LightBlue,0,0,1.5,0,2202.18
673862,4,LightYellow,DarkYellow,0,1,7,1,7947.16
673862,5,DarkBlue,LightBlue,1,0,7,1,838.42
673862,6,DarkRed,LightYellow,1,0,3,0,3669.21
673862,7,LightYellow,LightGreen,0,0,1.5,0,1169.76
673862,8,LightMagenta,DarkCyan,0,1,1.5,0,1128.89
673862,9,LightCyan,LightYellow,0,0,7,1,5492.19
673862,10,LightRed,LightGreen,0,0,1.5,0,2468.83
673862,11,LightGreen,DarkBlue,0,1,7,1,3428.00
673862,12,LightYellow,DarkMagenta,0,1,7,0,3635.85
673862,13,LightBlue,DarkRed,0,1,1.5,0,1099.55
673862,14,DarkMagenta,LightBlue,1,0,3,1,4265.49
673862,15,DarkCyan,LightBlue,1,0,1.5,0,2863.86
673862,16,DarkMagenta,LightGreen,1,0,3,0,2030.02
673862,17,LightCyan,LightRed,0,0,1.5,1,5740.19
673862,18,LightMagenta,LightCyan,0,0,3,0,2547.83
673862,19,DarkRed,LightCyan,1,0,1.5,1,2827.74
673862,20,DarkGreen,LightGreen,1,0,1.5,0,2938.63
673862,21,DarkBlue,LightRed,1,0,3,0,1796.46
673862,22,LightMagenta,LightRed,0,0,3,1,5396.80
673862,23,DarkBlue,LightGreen,1,0,3,0,3097.95
673862,24,LightMagenta,DarkMagenta,0,1,7,1,3732.21
673862,25,DarkCyan,LightGreen,1,0,7,1,831.75
673862,26,LightRed,DarkMagenta,0,1,3,0,5831.40
673862,27,LightBlue,DarkCyan,0,1,3,0,1045.16
673862,28,LightRed,LightYellow,0,0,7,1,5233.27
673862,29,LightGreen,LightMagenta,0,0,7,0,2596.76
673862,30,DarkCyan,DarkGreen,1,1,3,1,2300.02
673862,31,DarkMagenta,LightGreen,1,0,1.5,0,2463.98
673862,32,DarkGreen,DarkRed,1,1,1.5,0,1433.76
673862,33,DarkRed,DarkMagenta,1,1,1.5,1,4142.44
673862,34,DarkYellow,LightBlue,1,0,3,1,1203.35
673862,35,DarkBlue,LightBlue,1,0,1.5,1,996.53
673862,36,DarkMagenta,LightBlue,1,0,7,0,5638.27
673862,37,LightMagenta,DarkRed,0,1,7,1,2531.87
673862,38,DarkYellow,DarkRed,1,1,1.5,0,2461.23
673862,39,DarkRed,DarkBlue,1,1,1.5,1,2462.60
673862,40,DarkRed,DarkYellow,1,1,3,1,1761.26
673862,41,DarkYellow,LightMagenta,1,0,3,1,1740.64
673862,42,LightGreen,DarkRed,0,1,3,0,7199.81
673862,43,DarkCyan,LightCyan,1,0,7,1,3070.44
673862,44,LightGreen,DarkMagenta,0,1,7,0,3271.19
673862,45,DarkYellow,LightYellow,1,0,3,0,1768.64
673862,46,LightRed,LightYellow,0,0,1.5,1,5361.77
673862,47,LightGreen,DarkBlue,0,1,1.5,1,1334.41
673862,48,LightRed,DarkCyan,0,1,1.5,1,2687.94
673862,49,LightYellow,LightBlue,0,0,7,0,8024.93
673862,50,DarkYellow,LightYellow,1,0,1.5,1,4058.90
673862,51,LightRed,DarkYellow,0,1,7,1,2379.34
