Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
749883,1,LightMagenta,LightRed,0,0,7,1,2000.87
749883,2,DarkCyan,LightBlue,1,0,1.5,1,1366.59
749883,3,LightRed,LightMagenta,0,0,3,0,5441.90
749883,4,LightGreen,LightYellow,0,0,3,0,1732.80
749883,5,LightGreen,LightBlue,0,0,7,1,5240.16
749883,6,LightMagenta,DarkRed,0,1,3,1,992.96
749883,7,LightYellow,LightMagenta,0,0,3,1,1165.37
749883,8,DarkRed,DarkBlue,1,1,1.5,1,1239.26
749883,9,DarkGreen,DarkCyan,1,1,1.5,1,2034.95
749883,10,DarkGreen,DarkBlue,1,1,3,1,1240.27
749883,11,DarkCyan,DarkYellow,1,1,3,1,997.80
749883,12,DarkBlue,LightMagenta,1,0,7,1,1265.63
749883,13,DarkRed,LightRed,1,0,7,1,1026.78
749883,14,LightMagenta,DarkBlue,0,1,1.5,0,17930.92
749883,15,DarkCyan,DarkBlue,1,1,7,1,3800.45
749883,16,LightBlue,LightGreen,0,0,3,1,1398.67
749883,17,LightGreen,DarkMagenta,0,1,7,1,867.43
749883,18,LightCyan,LightMagenta,0,0,1.5,1,1698.59
749883,19,DarkRed,DarkYellow,1,1,3,1,901.30
749883,20,DarkCyan,DarkMagenta,1,1,3,1,1933.24
749883,21,LightCyan,LightRed,0,0,1.5,0,12595.04
749883,22,LightMagenta,DarkRed,0,1,1.5,0,1469.12
749883,23,DarkRed,LightYellow,1,0,3,1,4900.13
749883,24,LightGreen,DarkBlue,0,1,1.5,1,1562.99
749883,25,LightGreen,DarkRed,0,1,1.5,0,4597.31
749883,26,DarkCyan,LightGreen,1,0,7,1,2630.41
749883,27,DarkGreen,DarkMagenta,1,1,1.5,1,970.24
749883,28,LightMagenta,DarkMagenta,0,1,7,1,1001.60
749883,29,DarkMagenta,DarkRed,1,1,7,1,865.87
749883,30,DarkMagenta,LightBlue,1,0,1.5,1,1200.21
749883,31,LightYellow,DarkBlue,0,1,1.5,1,1029.43
749883,32,LightYellow,DarkGreen,0,1,7,1,1631.04
749883,33,DarkGreen,LightMagenta,1,0,7,1,1139.77
749883,34,DarkRed,LightBlue,1,0,1.5,1,1265.96
749883,35,DarkCyan,DarkGreen,1,1,3,1,1402.33
749883,36,LightCyan,LightRed,0,0,7,1,1347.11
749883,37,LightYellow,LightRed,0,0,1.5,0,20003.27
749883,38,DarkBlue,LightBlue,1,0,1.5,0,1301.13
749883,39,LightCyan,DarkCyan,0,1,1.5,1,4832.32
749883,40,DarkCyan,DarkRed,1,1,1.5,1,1503.42
749883,41,DarkGreen,DarkMagenta,1,1,7,1,1166.97
749883,42,LightYellow,LightRed,0,0,3,1,1289.56
749883,43,DarkCyan,LightYellow,1,0,3,1,1834.95
749883,44,DarkMagenta,DarkGreen,1,1,3,1,1465.57
749883,45,DarkYellow,LightRed,1,0,3,1,1596.66
749883,46,LightGreen,LightMagenta,0,0,1.5,0,14934.96
749883,47,LightYellow,LightRed,0,0,7,1,4336.85
749883,48,DarkYellow,LightMagenta,1,0,7,1,1134.08
749883,49,LightGreen,LightYellow,0,0,7,1,1341.12
749883,50,DarkYellow,DarkCyan,1,1,7,1,1066.63
749883,51,DarkBlue,DarkYellow,1,1,3,1,1607.04
749883,52,LightYellow,LightGreen,0,0,1.5,0,11269.29
749883,53,DarkMagenta,DarkYellow,1,1,1.5,0,933.84
749883,54,LightYellow,LightCyan,0,0,1.5,1,3941.94
749883,55,DarkGreen,DarkBlue,1,1,1.5,1,930.83
749883,56,LightMagenta,DarkCyan,0,1,3,1,844.18
749883,57,LightBlue,DarkBlue,0,1,7,0,5397.35
749883,58,DarkGreen,LightRed,1,0,7,0,1001.94
749883,59,DarkCyan,LightBlue,1,0,7,1,5197.86
749883,60,LightCyan,DarkCyan,0,1,7,0,3634.74
749883,61,DarkBlue,LightCyan,1,0,3,1,2868.02
749883,62,LightMagenta,DarkBlue,0,1,3,1,1697.72
749883,63,LightBlue,DarkYellow,0,1,3,0,4997.03
749883,64,DarkYellow,DarkGreen,1,1,3,1,2697.71
749883,65,LightBlue,DarkYellow,0,1,1.5,0,2997.40
749883,66,DarkRed,LightGreen,1,0,7,1,2927.51
749883,67,LightCyan,DarkBlue,0,1,1.5,0,2566.36
749883,68,LightMagenta,DarkCyan,0,1,7,1,2669.00
749883,69,DarkRed,LightBlue,1,0,3,0,4032.06
749883,70,DarkGreen,DarkYellow,1,1,1.5,0,1037.96
749883,71,DarkBlue,LightGreen,1,0,7,1,5336.42
749883,72,DarkYellow,LightYellow,1,0,3,1,1067.93
749883,73,DarkMagenta,LightGreen,1,0,3,1,834.85
749883,74,DarkGreen,DarkCyan,1,1,7,1,1869.67
749883,75,LightCyan,DarkMagenta,0,1,3,0,7466.77
749883,76,DarkBlue,DarkGreen,1,1,7,1,2305.01
749883,77,DarkCyan,LightRed,1,0,7,1,1134.54
749883,78,DarkGreen,LightRed,1,0,1.5,0,3999.62
749883,79,LightRed,LightCyan,0,0,3,0,1462.27
749883,80,LightMagenta,DarkYellow,0,1,3,0,1333.79
749883,81,LightMagenta,LightBlue,0,0,1.5,0,1063.10
749883,82,LightYellow,DarkMagenta,0,1,1.5,1,7831.90
749883,83,DarkRed,LightYellow,1,0,1.5,1,796.76
749883,84,LightYellow,LightBlue,0,0,3,1,966.69
749883,85,LightRed,LightBlue,0,0,3,1,867.77
749883,86,LightGreen,LightMagenta,0,0,7,1,966.88
749883,87,DarkMagenta,LightYellow,1,0,7,1,797.19
749883,88,DarkMagenta,DarkYellow,1,1,3,1,796.84
749883,89,DarkMagenta,LightMagenta,1,0,3,1,866.15
749883,90,LightMagenta,DarkRed,0,1,7,0,12468.25
749883,91,LightCyan,DarkMagenta,0,1,1.5,0,696.93
749883,92,LightMagenta,LightGreen,0,0,3,0,831.18
749883,93,DarkBlue,DarkYellow,1,1,1.5,1,5100.86
749883,94,LightMagenta,DarkMagenta,0,1,1.5,0,2138.10
749883,95,DarkRed,LightCyan,1,0,1.5,1,2968.81
749883,96,DarkCyan,LightRed,1,0,3,1,961.97
749883,97,LightCyan,LightYellow,0,0,7,0,4669.28
749883,98,LightCyan,LightGreen,0,0,3,0,797.47
749883,99,LightBlue,LightCyan,0,0,3,1,3898.91
749883,100,LightGreen,LightCyan,0,0,7,0,3266.98
749883,101,DarkRed,DarkBlue,1,1,3,1,3664.31
749883,102,DarkGreen,LightMagenta,1,0,1.5,1,1032.77
749883,103,DarkYellow,LightGreen,1,0,7,1,1032.17
749883,104,LightGreen,LightRed,0,0,7,0,5901.08
749883,105,DarkYellow,LightCyan,1,0,1.5,1,2099.29
749883,106,LightYellow,DarkBlue,0,1,7,1,929.33
749883,107,DarkGreen,LightBlue,1,0,7,1,897.36
749883,108,DarkYellow,LightCyan,1,0,3,1,834.47
749883,109,DarkGreen,LightGreen,1,0,1.5,1,930.26
749883,110,DarkMagenta,DarkCyan,1,1,1.5,0,7667.05
749883,111,DarkBlue,DarkYellow,1,1,7,0,1360.43
749883,112,DarkYellow,LightBlue,1,0,7,1,4289.58
749883,113,DarkBlue,LightRed,1,0,3,1,933.19
749883,114,DarkRed,LightGreen,1,0,3,1,901.91
749883,115,LightGreen,LightCyan,0,0,1.5,1,829.67
749883,116,DarkGreen,LightBlue,1,0,3,1,865.34
749883,117,LightYellow,DarkBlue,0,1,3,1,604.96
749883,118,DarkGreen,LightMagenta,1,0,3,0,9026.66
749883,119,DarkYellow,LightRed,1,0,7,1,2038.23
749883,120,DarkMagenta,LightCyan,1,0,7,0,1898.26
749883,121,DarkGreen,LightBlue,1,0,1.5,1,1861.88
749883,122,DarkBlue,DarkRed,1,1,7,0,2237.60
749883,123,LightCyan,DarkGreen,0,1,1.5,0,803.03
