Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
372065,1,LightGreen,DarkRed,0,1,7,0,1136.79
372065,2,DarkCyan,LightCyan,1,0,1.5,1,3200.83
372065,3,DarkGreen,LightCyan,1,0,1.5,1,1102.74
372065,4,LightMagenta,LightGreen,0,0,1.5,0,4805.17
372065,5,DarkGreen,DarkYellow,1,1,7,0,1831.37
372065,6,LightYellow,LightBlue,0,0,3,1,5139.34
372065,7,DarkRed,DarkGreen,1,1,7,1,1135.28
372065,8,LightMagenta,DarkRed,0,1,3,0,4129.14
372065,9,DarkRed,DarkCyan,1,1,7,1,2537.35
372065,10,DarkBlue,DarkYellow,1,1,3,0,2507.78
372065,11,DarkRed,LightYellow,1,0,7,1,2258.93
372065,12,LightBlue,DarkGreen,0,1,7,1,1400.60
372065,13,DarkGreen,LightMagenta,1,0,3,1,1267.43
372065,14,LightMagenta,LightBlue,0,0,3,1,1367.10
372065,15,LightBlue,DarkYellow,0,1,3,0,7769.39
372065,16,LightCyan,LightRed,0,0,7,0,1027.32
372065,17,DarkCyan,LightCyan,1,0,3,1,3840.07
372065,18,DarkRed,DarkYellow,1,1,1.5,1,2005.68
372065,19,LightRed,DarkCyan,0,1,1.5,0,5638.73
372065,20,LightCyan,DarkBlue,0,1,3,0,2101.11
372065,21,LightCyan,LightMagenta,0,0,3,1,6331.76
372065,22,LightBlue,LightCyan,0,0,7,1,1114.90
372065,23,LightYellow,LightGreen,0,0,3,0,5368.34
372065,24,LightBlue,LightRed,0,0,3,1,3365.28
372065,25,LightRed,DarkCyan,0,1,7,0,4230.55
372065,26,DarkBlue,DarkGreen,1,1,7,1,4290.96
372065,27,LightBlue,DarkMagenta,0,1,7,1,1211.70
372065,28,LightRed,DarkBlue,0,1,7,1,901.43
372065,29,LightCyan,LightYellow,0,0,1.5,0,6354.71
372065,30,LightCyan,LightGreen,0,0,1.5,0,965.07
372065,31,LightYellow,LightBlue,0,0,1.5,0,1934.44
372065,32,LightMagenta,DarkMagenta,0,1,3,1,8033.15
372065,33,LightBlue,DarkYellow,0,1,1.5,0,4181.40
372065,34,DarkYellow,LightCyan,1,0,3,1,3116.72
372065,35,LightYellow,LightGreen,0,0,7,1,1074.38
372065,36,DarkRed,DarkGreen,1,1,3,1,1162.88
372065,37,DarkCyan,LightBlue,1,0,7,1,1210.28
372065,38,LightMagenta,DarkRed,0,1,1.5,0,8081.65
372065,39,DarkCyan,DarkYellow,1,1,3,1,3201.56
372065,40,LightRed,LightGreen,0,0,1.5,1,1271.00
372065,41,DarkGreen,DarkYellow,1,1,3,0,4697.88
372065,42,DarkGreen,DarkMagenta,1,1,3,1,2352.04
372065,43,DarkRed,LightRed,1,0,7,1,878.75
372065,44,DarkBlue,LightGreen,1,0,3,1,729.08
372065,45,LightGreen,LightMagenta,0,0,7,1,1489.50
372065,46,LightMagenta,DarkGreen,0,1,7,1,1212.73
372065,47,LightMagenta,DarkMagenta,0,1,1.5,0,8330.01
372065,48,LightBlue,DarkRed,0,1,7,1,2470.78
372065,49,LightCyan,LightYellow,0,0,3,1,930.68
372065,50,LightGreen,DarkCyan,0,1,1.5,0,3795.77
372065,51,DarkMagenta,LightMagenta,1,0,7,1,2261.05
372065,52,LightMagenta,LightGreen,0,0,3,1,1276.08
372065,53,DarkBlue,LightRed,1,0,1.5,1,996.07
372065,54,LightYellow,LightRed,0,0,7,1,1376.87
372065,55,LightCyan,DarkBlue,0,1,7,0,8933.71
372065,56,DarkGreen,LightYellow,1,0,1.5,0,1163.92
372065,57,DarkRed,DarkCyan,1,1,3,1,5075.01
372065,58,LightYellow,DarkMagenta,0,1,7,0,2528.77
372065,59,DarkBlue,DarkMagenta,1,1,7,0,864.75
372065,60,LightYellow,LightGreen,0,0,1.5,0,869.58
372065,61,DarkCyan,LightYellow,1,0,7,1,5427.33
372065,62,DarkRed,LightYellow,1,0,3,1,1062.98
372065,63,DarkMagenta,LightCyan,1,0,1.5,1,1340.65
372065,64,LightGreen,DarkRed,0,1,1.5,0,5801.72
372065,65,LightRed,LightMagenta,0,0,7,1,2433.34
372065,66,DarkRed,LightCyan,1,0,1.5,0,2332.49
372065,67,DarkYellow,LightBlue,1,0,7,1,2165.39
372065,68,DarkGreen,DarkYellow,1,1,1.5,0,2044.23
372065,69,DarkBlue,LightBlue,1,0,3,1,1968.36
372065,70,LightRed,DarkYellow,0,1,1.5,1,800.40
372065,71,LightRed,DarkGreen,0,1,3,0,3370.39
372065,72,DarkRed,LightCyan,1,0,3,1,2599.38
372065,73,DarkMagenta,DarkRed,1,1,1.5,0,2758.09
372065,74,LightGreen,DarkYellow,0,1,1.5,0,834.59
372065,75,DarkCyan,LightBlue,1,0,3,1,3600.55
372065,76,LightBlue,LightRed,0,0,7,0,2297.01
372065,77,LightBlue,DarkGreen,0,1,3,0,1059.81
372065,78,LightCyan,LightGreen,0,0,3,0,939.21
372065,79,DarkCyan,LightMagenta,1,0,7,1,5242.50
372065,80,LightRed,DarkCyan,0,1,3,0,2093.06
372065,81,LightYellow,DarkMagenta,0,1,3,1,2278.63
372065,82,LightCyan,DarkMagenta,0,1,7,0,2361.14
372065,83,LightRed,DarkYellow,0,1,7,1,2174.22
372065,84,DarkMagenta,LightGreen,1,0,1.5,0,1967.52
372065,85,DarkYellow,LightMagenta,1,0,1.5,0,800.52
372065,86,LightMagenta,DarkBlue,0,1,3,0,466.98
372065,87,DarkGreen,LightYellow,1,0,7,0,753.58
372065,88,LightBlue,LightGreen,0,0,1.5,0,696.67
372065,89,LightCyan,DarkCyan,0,1,7,1,6929.90
372065,90,LightRed,DarkRed,0,1,1.5,0,2197.94
372065,91,DarkBlue,DarkCyan,1,1,1.5,0,705.13
372065,92,LightMagenta,DarkBlue,0,1,1.5,0,466.44
372065,93,DarkCyan,DarkGreen,1,1,7,1,4370.25
372065,94,DarkGreen,LightRed,1,0,7,1,638.65
372065,95,LightCyan,DarkBlue,0,1,1.5,0,3106.38
372065,96,DarkBlue,DarkYellow,1,1,7,1,1561.22
372065,97,LightCyan,LightMagenta,0,0,1.5,1,497.66
372065,98,LightYellow,LightCyan,0,0,7,1,1007.14
372065,99,DarkMagenta,DarkBlue,1,1,1.5,0,4237.64
372065,100,DarkMagenta,DarkYellow,1,1,7,1,2001.05
372065,101,LightYellow,DarkMagenta,0,1,1.5,1,1529.82
372065,102,DarkGreen,LightRed,1,0,1.5,1,1399.66
372065,103,LightGreen,DarkCyan,0,1,3,0,7233.78
372065,104,LightGreen,LightBlue,0,0,3,1,3374.58
372065,105,DarkRed,DarkBlue,1,1,7,0,2533.35
372065,106,LightYellow,DarkCyan,0,1,1.5,0,1306.43
372065,107,DarkMagenta,DarkGreen,1,1,1.5,0,1083.52
372065,108,LightBlue,LightGreen,0,0,7,0,900.10
372065,109,DarkRed,DarkYellow,1,1,7,0,843.47
372065,110,DarkYellow,DarkCyan,1,1,1.5,0,780.59
372065,111,LightMagenta,LightYellow,0,0,3,0,731.77
372065,112,DarkBlue,DarkGreen,1,1,1.5,0,799.35
372065,113,LightYellow,DarkCyan,0,1,3,0,655.41
372065,114,DarkMagenta,DarkYellow,1,1,3,0,497.93
372065,115,DarkRed,LightYellow,1,0,1.5,0,798.96
372065,116,DarkCyan,LightGreen,1,0,7,1,16131.56
372065,117,LightCyan,DarkYellow,0,1,1.5,0,1933.32
372065,118,DarkMagenta,DarkCyan,1,1,3,0,631.93
372065,119,DarkYellow,LightYellow,1,0,3,1,2894.38
372065,120,LightBlue,DarkBlue,0,1,1.5,0,1766.37
372065,121,LightGreen,LightRed,0,0,7,1,2201.97
372065,122,LightRed,DarkYellow,0,1,3,0,2262.89
372065,123,DarkRed,DarkMagenta,1,1,3,0,594.74
372065,124,LightMagenta,LightRed,0,0,3,1,3233.86
372065,125,DarkGreen,LightCyan,1,0,3,0,2632.28
372065,126,DarkBlue,LightGreen,1,0,1.5,0,936.12
372065,127,DarkBlue,LightBlue,1,0,7,1,5016.94
372065,128,DarkMagenta,DarkCyan,1,1,7,1,829.71
372065,129,LightYellow,LightRed,0,0,1.5,1,864.58
372065,130,DarkBlue,LightYellow,1,0,3,0,5772.58
372065,131,LightBlue,LightCyan,0,0,3,0,765.38
372065,132,LightCyan,DarkGreen,0,1,7,0,2287.25
372065,133,LightMagenta,DarkYellow,0,1,3,1,6566.50
372065,134,DarkGreen,LightMagenta,1,0,1.5,1,766.11
372065,135,DarkYellow,DarkRed,1,1,3,0,3798.04
372065,136,DarkCyan,DarkGreen,1,1,1.5,0,834.56
372065,137,LightMagenta,DarkCyan,0,1,3,0,716.13
372065,138,LightBlue,LightCyan,0,0,1.5,1,5376.87
372065,139,DarkMagenta,LightBlue,1,0,1.5,1,2090.66
372065,140,LightCyan,DarkYellow,0,1,7,0,5833.47
372065,141,DarkMagenta,LightRed,1,0,1.5,1,2546.77
372065,142,LightBlue,LightMagenta,0,0,7,0,2065.83
372065,143,DarkBlue,LightMagenta,1,0,7,1,2964.44
372065,144,LightRed,DarkMagenta,0,1,3,0,2971.41
372065,145,DarkYellow,LightGreen,1,0,7,1,2111.86
372065,146,DarkCyan,DarkRed,1,1,1.5,0,2103.32
372065,147,LightGreen,DarkGreen,0,1,7,0,1145.69
372065,148,LightBlue,DarkRed,0,1,3,0,1089.47
372065,149,LightGreen,DarkBlue,0,1,7,1,5446.78
372065,150,LightMagenta,LightRed,0,0,1.5,0,2230.22
372065,151,LightMagenta,DarkYellow,0,1,7,0,1155.70
372065,152,LightYellow,LightMagenta,0,0,7,1,3606.30
372065,153,DarkRed,LightRed,1,0,3,1,1160.58
372065,154,DarkYellow,LightYellow,1,0,1.5,0,3592.04
372065,155,DarkYellow,LightGreen,1,0,3,0,939.65
372065,156,LightGreen,DarkRed,0,1,3,0,727.62
372065,157,LightRed,LightYellow,0,0,3,0,725.88
372065,158,LightRed,DarkBlue,0,1,3,0,698.21
372065,159,LightGreen,DarkMagenta,0,1,3,0,1720.48
372065,160,LightCyan,LightMagenta,0,0,7,1,9684.69
372065,161,LightCyan,LightGreen,0,0,7,1,856.55
372065,162,LightGreen,LightRed,0,0,3,1,801.56
372065,163,DarkBlue,DarkMagenta,1,1,3,0,4963.58
372065,164,DarkCyan,DarkBlue,1,1,7,1,2139.70
372065,165,DarkMagenta,DarkGreen,1,1,7,1,652.06
372065,166,DarkCyan,LightBlue,1,0,1.5,0,3467.12
372065,167,DarkYellow,DarkCyan,1,1,7,1,2118.68
372065,168,DarkGreen,DarkBlue,1,1,3,1,625.18
372065,169,DarkMagenta,LightGreen,1,0,7,1,1002.42
372065,170,LightRed,LightCyan,0,0,1.5,0,4658.53
372065,171,LightYellow,DarkBlue,0,1,1.5,0,939.42
372065,172,LightBlue,DarkGreen,0,1,1.5,0,673.22
372065,173,DarkYellow,DarkBlue,1,1,1.5,0,500.19
372065,174,DarkCyan,DarkMagenta,1,1,1.5,0,432.18
372065,175,LightGreen,DarkGreen,0,1,3,1,6875.97
372065,176,DarkYellow,DarkMagenta,1,1,1.5,0,3457.23
372065,177,DarkYellow,LightYellow,1,0,7,1,3632.52
372065,178,DarkCyan,DarkGreen,1,1,3,1,900.29
372065,179,DarkMagenta,LightRed,1,0,7,1,834.98
372065,180,LightBlue,LightRed,0,0,1.5,1,900.38
372065,181,LightBlue,DarkMagenta,0,1,3,1,802.84
