Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
224703,1,LightGreen,DarkGreen,0,1,1.5,1,1045.05
224703,2,DarkCyan,DarkBlue,1,1,7,1,1204.26
224703,3,LightCyan,DarkGreen,0,1,7,0,4768.34
224703,4,LightMagenta,DarkBlue,0,1,3,0,1598.65
224703,5,LightRed,DarkGreen,0,1,1.5,1,5212.24
224703,6,LightMagenta,LightBlue,0,0,3,1,1217.17
224703,7,LightMagenta,LightGreen,0,0,1.5,1,1452.60
224703,8,DarkBlue,DarkYellow,1,1,1.5,1,1433.66
224703,9,LightBlue,DarkRed,0,1,3,0,8301.79
224703,10,DarkGreen,DarkYellow,1,1,7,0,1601.50
224703,11,LightMagenta,DarkGreen,0,1,1.5,1,5127.23
224703,12,DarkRed,LightGreen,1,0,1.5,1,1858.81
224703,13,LightMagenta,LightYellow,0,0,1.5,0,5801.83
224703,14,LightCyan,DarkBlue,0,1,7,1,3657.46
224703,15,LightCyan,DarkCyan,0,1,1.5,0,4034.00
224703,16,DarkRed,DarkGreen,1,1,7,0,1751.09
224703,17,LightBlue,LightYellow,0,0,1.5,1,6000.37
224703,18,DarkCyan,DarkMagenta,1,1,1.5,0,3465.36
224703,19,LightGreen,LightRed,0,0,1.5,1,3651.72
224703,20,LightRed,LightBlue,0,0,7,1,1852.43
224703,21,DarkGreen,DarkMagenta,1,1,1.5,0,6437.27
224703,22,DarkCyan,DarkMagenta,1,1,7,1,4300.22
224703,23,DarkRed,LightYellow,1,0,7,1,1669.15
224703,24,DarkBlue,DarkMagenta,1,1,7,0,6160.84
224703,25,DarkGreen,LightYellow,1,0,1.5,1,3631.32
224703,26,DarkYellow,LightYellow,1,0,7,1,1667.39
224703,27,DarkCyan,LightRed,1,0,3,0,5469.01
224703,28,LightCyan,DarkRed,0,1,1.5,1,3335.26
224703,29,DarkCyan,DarkGreen,1,1,1.5,1,1490.35
224703,30,LightBlue,DarkCyan,0,1,1.5,0,5705.95
224703,31,LightRed,LightYellow,0,0,3,1,3672.13
224703,32,LightRed,DarkYellow,0,1,7,1,1629.13
224703,33,DarkYellow,LightYellow,1,0,1.5,1,1599.39
224703,34,LightYellow,LightRed,0,0,7,0,8164.10
224703,35,DarkMagenta,DarkYellow,1,1,7,1,4236.25
224703,36,LightRed,DarkRed,0,1,7,0,4297.63
224703,37,LightBlue,LightMagenta,0,0,1.5,1,4271.79
224703,38,LightCyan,LightBlue,0,0,1.5,1,1933.29
224703,39,DarkRed,DarkCyan,1,1,7,1,1690.30
224703,40,LightBlue,DarkYellow,0,1,3,1,1667.51
224703,41,DarkRed,LightRed,1,0,1.5,0,10988.55
224703,42,LightCyan,DarkGreen,0,1,3,1,4197.55
224703,43,LightBlue,LightGreen,0,0,1.5,1,2137.33
224703,44,LightBlue,DarkYellow,0,1,7,1,2102.77
224703,45,DarkMagenta,LightYellow,1,0,7,0,9413.18
224703,46,LightYellow,DarkBlue,0,1,1.5,0,1939.80
224703,47,LightCyan,DarkYellow,0,1,1.5,1,6883.70
224703,48,LightMagenta,DarkCyan,0,1,1.5,0,5148.93
224703,49,LightGreen,LightBlue,0,0,3,1,4687.97
224703,50,LightGreen,DarkRed,0,1,7,1,2299.35
224703,51,LightYellow,DarkMagenta,0,1,1.5,0,7103.25
224703,52,LightMagenta,DarkYellow,0,1,1.5,1,5229.15
224703,53,LightCyan,LightBlue,0,0,7,1,1758.76
224703,54,LightGreen,DarkMagenta,0,1,3,1,2065.62
224703,55,DarkBlue,LightBlue,1,0,7,1,1818.56
224703,56,LightGreen,DarkYellow,0,1,7,0,11756.26
224703,57,DarkMagenta,LightGreen,1,0,1.5,0,2216.15
224703,58,LightBlue,DarkGreen,0,1,7,1,6435.02
224703,59,LightBlue,LightYellow,0,0,7,0,3528.50
224703,60,LightMagenta,DarkCyan,0,1,7,0,1830.61
224703,61,DarkBlue,DarkGreen,1,1,1.5,1,6367.19
224703,62,LightCyan,LightYellow,0,0,1.5,0,4131.59
224703,63,DarkMagenta,LightBlue,1,0,1.5,1,3030.60
224703,64,DarkMagenta,LightMagenta,1,0,3,1,2366.97
224703,65,DarkBlue,DarkYellow,1,1,7,0,6948.66
224703,66,LightRed,LightBlue,0,0,1.5,1,5151.01
224703,67,DarkGreen,DarkBlue,1,1,3,1,1884.80
224703,68,DarkYellow,DarkCyan,1,1,7,1,1666.02
224703,69,DarkGreen,DarkCyan,1,1,3,0,8769.02
224703,70,DarkBlue,DarkCyan,1,1,3,1,3807.21
224703,71,DarkMagenta,DarkYellow,1,1,3,1,1733.78
224703,72,LightCyan,LightMagenta,0,0,3,0,6136.63
224703,73,DarkCyan,LightGreen,1,0,7,1,4132.51
224703,74,LightCyan,LightMagenta,0,0,1.5,0,4902.83
224703,75,LightRed,LightCyan,0,0,1.5,0,1782.40
224703,76,LightBlue,DarkBlue,0,1,1.5,1,6605.35
224703,77,DarkCyan,LightBlue,1,0,7,1,2015.49
224703,78,LightMagenta,DarkYellow,0,1,7,1,1868.73
224703,79,DarkGreen,DarkYellow,1,1,1.5,0,8491.92
224703,80,LightYellow,DarkRed,0,1,3,1,4023.85
224703,81,DarkRed,LightMagenta,1,0,3,0,4196.08
224703,82,LightCyan,DarkYellow,0,1,7,1,3730.31
224703,83,DarkCyan,DarkYellow,1,1,3,0,3484.30
224703,84,DarkMagenta,LightCyan,1,0,7,1,3835.54
224703,85,LightRed,DarkMagenta,0,1,3,1,1265.90
224703,86,LightRed,DarkBlue,0,1,7,1,1499.69
224703,87,DarkGreen,LightYellow,1,0,7,0,7537.44
224703,88,LightYellow,LightCyan,0,0,7,0,1932.83
224703,89,DarkBlue,DarkGreen,1,1,7,1,5697.68
224703,90,DarkCyan,DarkRed,1,1,1.5,1,1300.14
224703,91,LightMagenta,LightRed,0,0,3,0,5164.90
224703,92,DarkGreen,DarkRed,1,1,3,0,1733.25
224703,93,LightYellow,DarkGreen,0,1,3,1,5731.87
224703,94,LightRed,LightCyan,0,0,3,1,1609.49
224703,95,LightMagenta,DarkRed,0,1,1.5,1,1764.69
224703,96,DarkBlue,LightYellow,1,0,7,1,1932.59
224703,97,LightMagenta,LightYellow,0,0,3,0,10504.67
224703,98,LightYellow,DarkYellow,0,1,3,0,1471.87
224703,99,LightMagenta,DarkMagenta,0,1,1.5,1,5698.44
224703,100,DarkBlue,LightRed,1,0,3,0,3680.78
224703,101,DarkRed,LightMagenta,1,0,7,1,3763.77
224703,102,DarkRed,LightBlue,1,0,7,1,1732.72
224703,103,LightCyan,LightGreen,0,0,1.5,1,1333.45
224703,104,DarkGreen,LightBlue,1,0,1.5,0,7754.28
224703,105,DarkYellow,DarkRed,1,1,3,1,3780.45
224703,106,LightBlue,LightYellow,0,0,3,0,4201.90
224703,107,LightGreen,LightRed,0,0,7,0,1565.36
224703,108,DarkMagenta,DarkCyan,1,1,3,1,6536.09
224703,109,DarkRed,DarkMagenta,1,1,1.5,1,1489.81
224703,110,LightRed,LightYellow,0,0,1.5,1,1695.08
224703,111,DarkBlue,DarkRed,1,1,7,1,1514.28
224703,112,LightYellow,DarkCyan,0,1,3,0,9841.18
224703,113,LightRed,DarkRed,0,1,3,1,3606.52
224703,114,DarkGreen,LightGreen,1,0,7,1,1698.77
224703,115,DarkBlue,LightGreen,1,0,1.5,0,6301.31
224703,116,LightRed,LightCyan,0,0,7,0,2066.31
224703,117,LightCyan,DarkMagenta,0,1,1.5,1,6394.27
224703,118,LightYellow,LightCyan,0,0,3,1,1701.02
224703,119,LightBlue,DarkMagenta,0,1,3,0,6068.52
224703,120,LightGreen,LightRed,0,0,3,1,3501.20
224703,121,LightGreen,LightYellow,0,0,7,1,1547.97
224703,122,DarkYellow,LightGreen,1,0,3,1,1483.28
224703,123,DarkCyan,LightGreen,1,0,3,1,1397.84
224703,124,LightBlue,LightRed,0,0,3,0,9031.06
224703,125,DarkMagenta,LightMagenta,1,0,7,1,3367.13
224703,126,LightGreen,DarkRed,0,1,3,0,3632.30
224703,127,LightRed,DarkBlue,0,1,1.5,1,3467.44
224703,128,DarkMagenta,DarkBlue,1,1,3,1,1437.42
224703,129,LightBlue,DarkGreen,0,1,3,0,5487.89
224703,130,DarkYellow,LightRed,1,0,3,1,3400.96
224703,131,LightCyan,DarkRed,0,1,3,1,1673.88
224703,132,LightRed,DarkGreen,0,1,7,1,1902.05
224703,133,DarkGreen,LightGreen,1,0,3,0,8089.71
224703,134,LightMagenta,LightRed,0,0,1.5,0,2099.83
224703,135,LightRed,DarkCyan,0,1,1.5,1,6200.60
224703,136,LightYellow,LightGreen,0,0,3,1,1619.82
224703,137,LightCyan,LightMagenta,0,0,7,1,1650.41
224703,138,LightGreen,DarkYellow,0,1,1.5,0,7581.30
224703,139,LightCyan,DarkGreen,0,1,1.5,1,4016.51
224703,140,DarkRed,DarkGreen,1,1,1.5,1,1817.47
224703,141,DarkRed,DarkCyan,1,1,3,1,1596.25
224703,142,LightMagenta,LightGreen,0,0,7,0,8400.37
224703,143,DarkYellow,LightMagenta,1,0,3,1,3599.85
224703,144,LightRed,DarkYellow,0,1,1.5,0,3899.18
224703,145,LightRed,DarkCyan,0,1,7,0,1800.02
224703,146,LightBlue,DarkBlue,0,1,3,1,5705.78
224703,147,DarkCyan,LightYellow,1,0,1.5,1,1601.47
224703,148,DarkMagenta,DarkYellow,1,1,1.5,0,5634.27
224703,149,DarkBlue,DarkRed,1,1,3,1,3856.59
224703,150,DarkYellow,DarkGreen,1,1,3,1,1918.27
224703,151,DarkRed,DarkMagenta,1,1,3,0,6003.21
224703,152,DarkGreen,LightMagenta,1,0,3,1,3732.82
224703,153,LightMagenta,LightBlue,0,0,7,1,1942.41
224703,154,LightCyan,DarkMagenta,0,1,3,0,6861.53
224703,155,LightGreen,DarkBlue,0,1,7,1,4594.18
224703,156,LightBlue,DarkCyan,0,1,3,1,1683.91
224703,157,LightMagenta,LightRed,0,0,7,0,6984.91
224703,158,DarkMagenta,DarkGreen,1,1,7,1,3968.63
224703,159,DarkRed,LightBlue,1,0,1.5,1,1890.11
224703,160,DarkRed,DarkYellow,1,1,7,1,1931.48
224703,161,LightGreen,LightYellow,0,0,1.5,0,8185.11
224703,162,DarkGreen,DarkMagenta,1,1,3,0,2398.12
224703,163,LightCyan,DarkRed,0,1,7,0,1744.88
224703,164,LightCyan,LightGreen,0,0,7,1,8688.77
224703,165,DarkRed,DarkMagenta,1,1,7,1,1454.76
224703,166,DarkBlue,DarkMagenta,1,1,1.5,0,5495.21
224703,167,DarkRed,LightYellow,1,0,1.5,1,3267.06
224703,168,DarkRed,DarkBlue,1,1,1.5,0,3383.87
224703,169,LightGreen,LightMagenta,0,0,3,1,3683.18
224703,170,LightMagenta,DarkBlue,0,1,7,1,1414.81
224703,171,LightCyan,DarkBlue,0,1,1.5,0,5049.70
224703,172,LightMagenta,DarkBlue,0,1,1.5,1,3018.06
224703,173,LightMagenta,DarkGreen,0,1,7,0,3617.53
224703,174,LightBlue,DarkYellow,0,1,1.5,0,1250.05
224703,175,LightCyan,DarkCyan,0,1,7,0,1849.64
224703,176,LightCyan,LightBlue,0,0,3,0,1299.54
224703,177,DarkCyan,LightYellow,1,0,7,1,9551.07
224703,178,LightYellow,DarkBlue,0,1,3,1,1817.81
224703,179,LightRed,DarkMagenta,0,1,7,1,1715.09
224703,180,DarkMagenta,LightBlue,1,0,7,1,1480.85
224703,181,DarkYellow,LightCyan,1,0,3,1,1349.78
224703,182,LightGreen,DarkCyan,0,1,1.5,0,11500.72
224703,183,DarkBlue,DarkCyan,1,1,1.5,0,1849.07
224703,184,LightGreen,DarkMagenta,0,1,7,0,1800.63
224703,185,DarkBlue,LightCyan,1,0,3,1,7933.00
224703,186,DarkMagenta,LightRed,1,0,1.5,0,3666.13
224703,187,LightGreen,LightBlue,0,0,7,1,3766.79
224703,188,LightRed,DarkGreen,0,1,3,1,1537.80
224703,189,DarkCyan,LightCyan,1,0,3,1,2132.68
224703,190,DarkMagenta,LightYellow,1,0,3,1,2104.81
224703,191,DarkYellow,DarkBlue,1,1,3,1,1738.43
224703,192,LightMagenta,DarkCyan,0,1,3,0,12902.50
224703,193,DarkYellow,DarkCyan,1,1,1.5,1,3231.91
224703,194,DarkGreen,DarkCyan,1,1,7,0,3850.88
224703,195,LightGreen,DarkBlue,0,1,3,0,1400.28
224703,196,LightYellow,LightMagenta,0,0,7,0,1283.38
224703,197,LightCyan,LightGreen,0,0,3,1,7510.39
224703,198,DarkRed,DarkYellow,1,1,1.5,1,1701.83
