Subj#,Trial#,Left Color,Right Color,Left Luminance (0-bright 1-dark),Right Luminance (0-bright 1-dark),Viewing Distance(1.5 3 & 8 m),User response(0-left 1-right),ResponseTime (ms)
621247,1,LightCyan,LightGreen,0,0,1.5,0,2002.50
621247,2,LightRed,LightYellow,0,0,3,0,1900.88
621247,3,DarkMagenta,LightGreen,1,0,7,0,2930.09
621247,4,DarkYellow,DarkBlue,1,1,1.5,1,11304.08
621247,5,DarkGreen,LightYellow,1,0,1.5,0,6669.89
621247,6,DarkGreen,LightGreen,1,0,3,0,3227.27
621247,7,LightYellow,DarkCyan,0,1,7,0,2668.54
621247,8,DarkYellow,LightYellow,1,0,3,1,13300.00
621247,9,LightYellow,LightCyan,0,0,1.5,0,6099.52
621247,10,LightRed,LightGreen,0,0,7,0,2559.92
621247,11,LightGreen,LightCyan,0,0,3,0,3070.21
621247,12,LightBlue,LightYellow,0,0,1.5,1,13063.75
621247,13,DarkCyan,DarkBlue,1,1,7,0,5597.66
621247,14,LightGreen,DarkCyan,0,1,3,1,4719.53
621247,15,LightGreen,LightBlue,0,0,1.5,0,6160.38
621247,16,DarkRed,LightCyan,1,0,7,1,7093.98
621247,17,LightGreen,LightBlue,0,0,7,0,6803.24
621247,18,DarkYellow,DarkBlue,1,1,3,0,3465.23
621247,19,DarkCyan,DarkMagenta,1,1,7,0,1802.14
621247,20,DarkRed,LightRed,1,0,7,1,11493.56
621247,21,LightYellow,LightRed,0,0,1.5,0,4134.77
621247,22,DarkGreen,LightMagenta,1,0,7,0,1800.72
621247,23,LightMagenta,LightCyan,0,0,7,1,7064.99
621247,24,LightMagenta,LightYellow,0,0,7,0,4656.91
621247,25,DarkMagenta,LightMagenta,1,0,1.5,0,1738.61
621247,26,DarkMagenta,DarkYellow,1,1,1.5,1,7933.96
621247,27,DarkBlue,LightMagenta,1,0,3,0,5826.59
621247,28,LightMagenta,LightCyan,0,0,3,1,5496.32
621247,29,LightYellow,LightGreen,0,0,3,0,5896.40
621247,30,DarkYellow,LightGreen,1,0,3,0,1867.68
621247,31,DarkGreen,LightYellow,1,0,3,1,8503.61
621247,32,DarkBlue,LightCyan,1,0,3,1,2130.71
621247,33,LightCyan,LightBlue,0,0,7,0,8166.03
621247,34,LightMagenta,LightGreen,0,0,1.5,1,4329.05
621247,35,DarkCyan,LightMagenta,1,0,7,0,4798.48
621247,36,DarkYellow,LightBlue,1,0,7,1,5066.65
621247,37,DarkCyan,LightYellow,1,0,3,1,1466.90
621247,38,DarkBlue,LightGreen,1,0,3,1,1163.00
621247,39,LightYellow,DarkYellow,0,1,1.5,0,7662.54
621247,40,DarkBlue,LightGreen,1,0,7,1,3170.50
621247,41,DarkRed,LightRed,1,0,1.5,0,4633.57
621247,42,DarkGreen,DarkCyan,1,1,3,0,1335.40
621247,43,DarkCyan,DarkBlue,1,1,1.5,1,8067.77
621247,44,DarkGreen,LightMagenta,1,0,1.5,1,2298.44
621247,45,DarkCyan,LightBlue,1,0,3,0,8201.91
621247,46,DarkGreen,LightCyan,1,0,3,0,1500.93
621247,47,LightCyan,LightRed,0,0,1.5,1,7334.90
621247,48,DarkRed,LightCyan,1,0,3,1,1403.42
621247,49,DarkMagenta,LightCyan,1,0,3,1,1573.09
621247,50,LightRed,DarkGreen,0,1,3,0,9196.42
621247,51,DarkBlue,DarkCyan,1,1,3,0,2230.44
621247,52,LightMagenta,DarkBlue,0,1,1.5,1,7030.75
621247,53,DarkGreen,DarkMagenta,1,1,1.5,0,3999.07
621247,54,DarkGreen,DarkBlue,1,1,1.5,0,2539.66
621247,55,DarkRed,LightCyan,1,0,1.5,1,6837.18
621247,56,DarkYellow,LightMagenta,1,0,1.5,1,1296.06
621247,57,LightYellow,LightBlue,0,0,7,0,6298.08
621247,58,DarkYellow,DarkCyan,1,1,3,1,5130.73
621247,59,LightCyan,LightRed,0,0,3,0,5233.79
621247,60,LightGreen,DarkMagenta,0,1,3,0,1169.48
621247,61,DarkMagenta,LightYellow,1,0,7,1,7228.23
621247,62,DarkBlue,LightGreen,1,0,1.5,1,1796.40
621247,63,LightGreen,DarkYellow,0,1,1.5,0,6339.10
621247,64,DarkYellow,DarkBlue,1,1,7,1,3695.60
621247,65,DarkYellow,LightCyan,1,0,1.5,1,1269.32
621247,66,LightGreen,DarkCyan,0,1,7,1,1999.50
621247,67,LightGreen,LightRed,0,0,1.5,0,9631.28
621247,68,DarkBlue,LightBlue,1,0,7,1,4500.55
621247,69,LightRed,LightYellow,0,0,7,1,2635.64
621247,70,LightYellow,LightGreen,0,0,1.5,0,6457.75
621247,71,DarkCyan,DarkGreen,1,1,1.5,0,1228.38
621247,72,LightCyan,DarkBlue,0,1,1.5,1,5201.09
621247,73,DarkGreen,LightRed,1,0,7,0,5031.48
621247,74,DarkYellow,LightGreen,1,0,7,1,4830.34
621247,75,DarkCyan,DarkMagenta,1,1,3,1,1067.43
621247,76,LightBlue,DarkGreen,0,1,3,0,4297.52
621247,77,LightBlue,DarkMagenta,0,1,3,0,699.65
621247,78,DarkRed,LightYellow,1,0,1.5,1,4357.00
621247,79,DarkMagenta,DarkYellow,1,1,3,1,2170.92
621247,80,DarkYellow,DarkRed,1,1,3,0,6605.00
621247,81,DarkRed,DarkCyan,1,1,1.5,1,3305.33
621247,82,LightYellow,LightMagenta,0,0,3,1,1297.60
621247,83,LightMagenta,DarkRed,0,1,3,0,4239.06
621247,84,DarkCyan,LightCyan,1,0,3,1,2231.79
621247,85,DarkGreen,LightBlue,1,0,7,1,1305.03
621247,86,LightYellow,DarkMagenta,0,1,1.5,1,1494.30
621247,87,DarkMagenta,DarkYellow,1,1,7,0,8533.79
621247,88,DarkYellow,LightCyan,1,0,7,1,4828.12
621247,89,LightRed,DarkMagenta,0,1,3,1,1839.40
621247,90,LightBlue,LightYellow,0,0,3,0,4896.58
621247,91,LightYellow,DarkCyan,0,1,1.5,0,1360.57
621247,92,DarkMagenta,LightRed,1,0,7,0,2291.67
621247,93,DarkRed,LightGreen,1,0,3,1,7405.94
621247,94,LightBlue,DarkBlue,0,1,3,0,3000.01
621247,95,LightCyan,LightBlue,0,0,3,1,3061.49
621247,96,DarkYellow,LightMagenta,1,0,3,1,1158.23
621247,97,DarkBlue,DarkMagenta,1,1,1.5,0,4832.47
621247,98,LightRed,LightMagenta,0,0,7,1,3233.52
621247,99,LightBlue,DarkBlue,0,1,1.5,0,2939.14
621247,100,LightMagenta,DarkCyan,0,1,1.5,0,1934.83
621247,101,LightCyan,LightYellow,0,0,3,1,6158.48
621247,102,DarkRed,DarkBlue,1,1,3,1,1001.14
621247,103,DarkCyan,DarkGreen,1,1,7,1,1532.48
621247,104,LightYellow,DarkRed,0,1,3,0,7596.20
621247,105,DarkRed,LightRed,1,0,3,1,2999.09
621247,106,DarkBlue,LightMagenta,1,0,7,0,3726.75
621247,107,LightCyan,LightMagenta,0,0,1.5,0,1467.30
621247,108,LightBlue,LightMagenta,0,0,1.5,0,1135.81
621247,109,DarkMagenta,DarkGreen,1,1,3,1,8930.98
621247,110,LightMagenta,DarkMagenta,0,1,7,0,4864.35
621247,111,DarkGreen,LightCyan,1,0,7,0,2107.35
621247,112,DarkCyan,LightGreen,1,0,1.5,1,7835.63
